DEBUG: General     , 1724590083249> LoggerManager.init                  > Initializing...
LOG  : Mod         , 1724590418501> 0> mod "ISA_41" overrides media/lua/shared/translate/ua/recipes_ua.txt
LOG  : Mod         , 1724590418501> 0> mod "ISA_41" overrides media/lua/shared/translate/ua/sandbox_ua.txt
LOG  : Mod         , 1724590418502> 0> mod "ISA_41" overrides media/lua/shared/translate/ua/stash_ua.txt
LOG  : Mod         , 1724590418502> 0> mod "ISA_41" overrides media/lua/shared/translate/ua/tooltip_ua.txt
LOG  : Mod         , 1724590418502> 0> mod "ISA_41" overrides media/sandbox-options.txt
LOG  : Mod         , 1724590418507> 0> mod "ISA_41" overrides readme.md
LOG  : Mod         , 1724590418507> 0> loading Grapeseed
LOG  : Mod         , 1724590418511> 0> loading waterPipes
LOG  : Mod         , 1724590418518> 0> mod "waterPipes" overrides media/lua/shared/translate/cn/contextmenu_cn.txt
LOG  : Mod         , 1724590418518> 0> mod "waterPipes" overrides media/lua/shared/translate/cn/ig_ui_cn.txt
LOG  : Mod         , 1724590418519> 0> mod "waterPipes" overrides media/lua/shared/translate/cn/recipes_cn.txt
LOG  : Mod         , 1724590418519> 0> mod "waterPipes" overrides media/lua/shared/translate/de/contextmenu_de.txt
LOG  : Mod         , 1724590418519> 0> mod "waterPipes" overrides media/lua/shared/translate/de/ig_ui_de.txt
LOG  : Mod         , 1724590418520> 0> mod "waterPipes" overrides media/lua/shared/translate/de/recipes_de.txt
LOG  : Mod         , 1724590418520> 0> mod "waterPipes" overrides media/lua/shared/translate/en/contextmenu_en.txt
LOG  : Mod         , 1724590418520> 0> mod "waterPipes" overrides media/lua/shared/translate/en/ig_ui_en.txt
LOG  : Mod         , 1724590418521> 0> mod "waterPipes" overrides media/lua/shared/translate/en/sandbox_en.txt
LOG  : Mod         , 1724590418521> 0> mod "waterPipes" overrides media/lua/shared/translate/es/contextmenu_es.txt
LOG  : Mod         , 1724590418521> 0> mod "waterPipes" overrides media/lua/shared/translate/es/ig_ui_es.txt
LOG  : Mod         , 1724590418522> 0> mod "waterPipes" overrides media/lua/shared/translate/es/recipes_es.txt
LOG  : Mod         , 1724590418522> 0> mod "waterPipes" overrides media/lua/shared/translate/fr/contextmenu_fr.txt
LOG  : Mod         , 1724590418522> 0> mod "waterPipes" overrides media/lua/shared/translate/fr/ig_ui_fr.txt
LOG  : Mod         , 1724590418523> 0> mod "waterPipes" overrides media/lua/shared/translate/fr/recipes_fr.txt
LOG  : Mod         , 1724590418523> 0> mod "waterPipes" overrides media/lua/shared/translate/it/contextmenu_it.txt
LOG  : Mod         , 1724590418524> 0> mod "waterPipes" overrides media/lua/shared/translate/it/ig_ui_it.txt
LOG  : Mod         , 1724590418524> 0> mod "waterPipes" overrides media/lua/shared/translate/it/recipes_it.txt
LOG  : Mod         , 1724590418524> 0> mod "waterPipes" overrides media/lua/shared/translate/ptbr/contextmenu_ptbr.txt
LOG  : Mod         , 1724590418525> 0> mod "waterPipes" overrides media/lua/shared/translate/ptbr/ig_ui_ptbr.txt
LOG  : Mod         , 1724590418525> 0> mod "waterPipes" overrides media/lua/shared/translate/ptbr/recipes_ptbr.txt
LOG  : Mod         , 1724590418527> 0> mod "waterPipes" overrides media/lua/shared/translate/ru/contextmenu_ru.txt
LOG  : Mod         , 1724590418527> 0> mod "waterPipes" overrides media/lua/shared/translate/ru/ig_ui_ru.txt
LOG  : Mod         , 1724590418527> 0> mod "waterPipes" overrides media/lua/shared/translate/ru/recipes_ru.txt
LOG  : Mod         , 1724590418528> 0> mod "waterPipes" overrides media/sandbox-options.txt
LOG  : Mod         , 1724590418531> 0> loading BedfordFalls
LOG  : Mod         , 1724590418591> 0> loading Nashville
LOG  : Mod         , 1724590418598> 0> loading catball_eastriverside
LOG  : Mod         , 1724590418605> 0> loading VPR_RecyclingCenter
LOG  : Mod         , 1724590418608> 0> loading Video_Game_Consoles
LOG  : Mod         , 1724590418640> 0> loading snowiswater
LOG  : Mod         , 1724590418641> 0> mod "snowiswater" overrides media/lua/server/rainbarrel/srainbarrelsystem.lua
LOG  : Mod         , 1724590418642> 0> loading SanctuaryHills
LOG  : Mod         , 1724590418647> 0> loading snowiswaterbeta
LOG  : Mod         , 1724590418648> 0> mod "snowiswaterbeta" overrides logo.png
LOG  : Mod         , 1724590418649> 0> mod "snowiswaterbeta" overrides media/lua/client/timedactions/isdropitemaction.lua
LOG  : Mod         , 1724590418649> 0> mod "snowiswaterbeta" overrides media/lua/client/timedactions/isdropworlditemaction.lua
LOG  : Mod         , 1724590418650> 0> mod "snowiswaterbeta" overrides media/lua/client/timedactions/isinventorytransferaction.lua
LOG  : Mod         , 1724590418651> 0> mod "snowiswaterbeta" overrides media/lua/server/rainbarrel/srainbarrelsystem.lua
LOG  : Mod         , 1724590418652> 0> loading RabbitHashKY
LOG  : Mod         , 1724590418658> 0> mod "RabbitHashKY" overrides media/textures/worldmap/legend.png
LOG  : Mod         , 1724590418658> 0> mod "RabbitHashKY" overrides media/textures/worldmap/legend2.png
LOG  : Mod         , 1724590418658> 0> mod "RabbitHashKY" overrides media/textures/worldmap/marchridgebadge.png
LOG  : Mod         , 1724590418659> 0> mod "RabbitHashKY" overrides media/textures/worldmap/muldraughbadge.png
LOG  : Mod         , 1724590418659> 0> mod "RabbitHashKY" overrides media/textures/worldmap/riversidebadge.png
LOG  : Mod         , 1724590418660> 0> mod "RabbitHashKY" overrides media/textures/worldmap/rosewoodbadge.png
LOG  : Mod         , 1724590418660> 0> mod "RabbitHashKY" overrides media/textures/worldmap/westpointbadge.png
LOG  : Mod         , 1724590418660> 0> loading EQUIPMENT_UI
LOG  : Mod         , 1724590418669> 0> mod "EQUIPMENT_UI" overrides media/lua/shared/translate/cn/ui_cn.txt
LOG  : Mod         , 1724590418669> 0> mod "EQUIPMENT_UI" overrides media/lua/shared/translate/en/ui_en.txt
LOG  : Mod         , 1724590418669> 0> mod "EQUIPMENT_UI" overrides media/lua/shared/translate/es/ui_es.txt
LOG  : Mod         , 1724590418670> 0> mod "EQUIPMENT_UI" overrides media/lua/shared/translate/fr/ui_fr.txt
LOG  : Mod         , 1724590418670> 0> mod "EQUIPMENT_UI" overrides media/lua/shared/translate/pl/ui_pl.txt
LOG  : Mod         , 1724590418670> 0> mod "EQUIPMENT_UI" overrides media/lua/shared/translate/ptbr/ui_ptbr.txt
LOG  : Mod         , 1724590418670> 0> mod "EQUIPMENT_UI" overrides media/lua/shared/translate/ru/ui_ru.txt
LOG  : Mod         , 1724590418671> 0> mod "EQUIPMENT_UI" overrides media/lua/shared/translate/th/ui_th.txt
LOG  : Mod         , 1724590418673> 0> loading XnerTree
LOG  : Mod         , 1724590418679> 0> mod "XnerTree" overrides media/lua/shared/translate/de/farming_de.txt
LOG  : Mod         , 1724590418680> 0> mod "XnerTree" overrides media/lua/shared/translate/de/itemname_de.txt
LOG  : Mod         , 1724590418680> 0> mod "XnerTree" overrides media/lua/shared/translate/de/items_de.txt
LOG  : Mod         , 1724590418680> 0> mod "XnerTree" overrides media/lua/shared/translate/de/recipes_de.txt
LOG  : Mod         , 1724590418680> 0> mod "XnerTree" overrides media/lua/shared/translate/en/farming_en.txt
LOG  : Mod         , 1724590418681> 0> mod "XnerTree" overrides media/lua/shared/translate/en/itemname_en.txt
LOG  : Mod         , 1724590418681> 0> mod "XnerTree" overrides media/lua/shared/translate/en/recipes_en.txt
LOG  : Mod         , 1724590418684> 0> loading INVENTORY_TETRIS
LOG  : Mod         , 1724590418704> 0> mod "INVENTORY_TETRIS" overrides media/lua/shared/translate/ch/sandbox_ch.txt
LOG  : Mod         , 1724590418704> 0> mod "INVENTORY_TETRIS" overrides media/lua/shared/translate/ch/ui_ch.txt
LOG  : Mod         , 1724590418704> 0> mod "INVENTORY_TETRIS" overrides media/lua/shared/translate/cn/sandbox_cn.txt
LOG  : Mod         , 1724590418705> 0> mod "INVENTORY_TETRIS" overrides media/lua/shared/translate/cn/ui_cn.txt
LOG  : Mod         , 1724590418705> 0> mod "INVENTORY_TETRIS" overrides media/lua/shared/translate/de/sandbox_de.txt
LOG  : Mod         , 1724590418705> 0> mod "INVENTORY_TETRIS" overrides media/lua/shared/translate/de/ui_de.txt
LOG  : Mod         , 1724590418706> 0> mod "INVENTORY_TETRIS" overrides media/lua/shared/translate/en/sandbox_en.txt
LOG  : Mod         , 1724590418706> 0> mod "INVENTORY_TETRIS" overrides media/lua/shared/translate/en/ui_en.txt
LOG  : Mod         , 1724590418706> 0> mod "INVENTORY_TETRIS" overrides media/lua/shared/translate/es/sandbox_es.txt
LOG  : Mod         , 1724590418706> 0> mod "INVENTORY_TETRIS" overrides media/lua/shared/translate/es/ui_es.txt
LOG  : Mod         , 1724590418707> 0> mod "INVENTORY_TETRIS" overrides media/lua/shared/translate/fr/sandbox_fr.txt
LOG  : Mod         , 1724590418707> 0> mod "INVENTORY_TETRIS" overrides media/lua/shared/translate/fr/ui_fr.txt
LOG  : Mod         , 1724590418707> 0> mod "INVENTORY_TETRIS" overrides media/lua/shared/translate/hu/sandbox_hu.txt
LOG  : Mod         , 1724590418708> 0> mod "INVENTORY_TETRIS" overrides media/lua/shared/translate/hu/ui_hu.txt
LOG  : Mod         , 1724590418708> 0> mod "INVENTORY_TETRIS" overrides media/lua/shared/translate/it/sandbox_it.txt
LOG  : Mod         , 1724590418708> 0> mod "INVENTORY_TETRIS" overrides media/lua/shared/translate/it/ui_it.txt
LOG  : Mod         , 1724590418709> 0> mod "INVENTORY_TETRIS" overrides media/lua/shared/translate/ko/sandbox_ko.txt
LOG  : Mod         , 1724590418709> 0> mod "INVENTORY_TETRIS" overrides media/lua/shared/translate/ko/ui_ko.txt
LOG  : Mod         , 1724590418709> 0> mod "INVENTORY_TETRIS" overrides media/lua/shared/translate/pl/sandbox_pl.txt
LOG  : Mod         , 1724590418709> 0> mod "INVENTORY_TETRIS" overrides media/lua/shared/translate/pl/ui_pl.txt
LOG  : Mod         , 1724590418710> 0> mod "INVENTORY_TETRIS" overrides media/lua/shared/translate/ptbr/sandbox_ptbr.txt
LOG  : Mod         , 1724590418710> 0> mod "INVENTORY_TETRIS" overrides media/lua/shared/translate/ptbr/ui_ptbr.txt
LOG  : Mod         , 1724590418710> 0> mod "INVENTORY_TETRIS" overrides media/lua/shared/translate/ru/sandbox_ru.txt
LOG  : Mod         , 1724590418711> 0> mod "INVENTORY_TETRIS" overrides media/lua/shared/translate/ru/ui_ru.txt
LOG  : Mod         , 1724590418711> 0> mod "INVENTORY_TETRIS" overrides media/sandbox-options.txt
LOG  : Mod         , 1724590418721> 0> loading Xonics Mega Mall
LOG  : Mod         , 1724590418732> 0> mod "Xonics Mega Mall" overrides preview.png
LOG  : Mod         , 1724590418732> 0> loading BLTRandomZombies
LOG  : Mod         , 1724590418735> 0> mod "BLTRandomZombies" overrides media/lua/shared/translate/.gitattributes
LOG  : Mod         , 1724590418735> 0> mod "BLTRandomZombies" overrides media/lua/shared/translate/ch/sandbox_ch.txt
LOG  : Mod         , 1724590418735> 0> mod "BLTRandomZombies" overrides media/lua/shared/translate/en/sandbox_en.txt
LOG  : Mod         , 1724590418735> 0> mod "BLTRandomZombies" overrides media/lua/shared/translate/es/sandbox_es.txt
LOG  : Mod         , 1724590418736> 0> mod "BLTRandomZombies" overrides media/lua/shared/translate/ru/sandbox_ru.txt
LOG  : Mod         , 1724590418736> 0> mod "BLTRandomZombies" overrides media/sandbox-options.txt
LOG  : Mod         , 1724590418736> 0> loading WolfExtractionQuest
LOG  : Mod         , 1724590418742> 0> mod "WolfExtractionQuest" overrides media/lua/shared/translate/en/ig_ui_en.txt
LOG  : Mod         , 1724590418742> 0> mod "WolfExtractionQuest" overrides media/lua/shared/translate/en/sandbox_en.txt
LOG  : Mod         , 1724590418744> 0> mod "WolfExtractionQuest" overrides media/sandbox-options.txt
LOG  : Mod         , 1724590418749> 0> loading IT_EDIT_NO_DEBUG
LOG  : Mod         , 1724590418751> 0> mod "IT_EDIT_NO_DEBUG" overrides logo.png
LOG  : Mod         , 1724590418752> 0> mod "IT_EDIT_NO_DEBUG" overrides media/lua/client/inventorytetris/dev/inventorytetris_devtool.lua
LOG  : Mod         , 1724590418752> 0> mod "IT_EDIT_NO_DEBUG" overrides media/lua/shared/translate/en/sandbox_en.txt
LOG  : Mod         , 1724590418753> 0> mod "IT_EDIT_NO_DEBUG" overrides media/sandbox-options.txt
LOG  : Mod         , 1724590418753> 0> loading ITBI
LOG  : Mod         , 1724590418754> 0> loading Brita_2
LOG  : Mod         , 1724590418907> 0> mod "Brita_2" overrides media/clothing/clothing.xml
LOG  : Mod         , 1724590419067> 0> mod "Brita_2" overrides media/fileguidtable.xml
LOG  : Mod         , 1724590420153> 0> mod "Brita_2" overrides preview.png
LOG  : Mod         , 1724590420153> 0> loading Brita
LOG  : Mod         , 1724590420226> 0> mod "Brita" overrides media/lua/shared/translate/en/tooltip_en.txt
LOG  : Mod         , 1724590420244> 0> mod "Brita" overrides media/models_x/weapons/firearm/assaultrifle.x
LOG  : Mod         , 1724590420308> 0> mod "Brita" overrides media/models_x/weapons/firearm/m14.x
LOG  : Mod         , 1724590420756> 0> mod "Brita" overrides preview.png
LOG  : Mod         , 1724590420757> 0> loading TrueActionsDancing
LOG  : Mod         , 1724590420787> 0> mod "TrueActionsDancing" overrides media/animsets/player/emote/looped.xml
LOG  : Mod         , 1724590420805> 0> mod "TrueActionsDancing" overrides media/lua/shared/translate/en/ig_ui_en.txt
LOG  : Mod         , 1724590420805> 0> mod "TrueActionsDancing" overrides media/lua/shared/translate/en/itemname_en.txt
LOG  : Mod         , 1724590420806> 0> mod "TrueActionsDancing" overrides media/lua/shared/translate/en/recipes_en.txt
LOG  : Mod         , 1724590420806> 0> mod "TrueActionsDancing" overrides media/lua/shared/translate/en/tooltip_en.txt
LOG  : Mod         , 1724590420806> 0> mod "TrueActionsDancing" overrides media/lua/shared/translate/fr/ig_ui_fr.txt
LOG  : Mod         , 1724590420807> 0> mod "TrueActionsDancing" overrides media/lua/shared/translate/fr/itemname_fr.txt
LOG  : Mod         , 1724590420807> 0> mod "TrueActionsDancing" overrides media/lua/shared/translate/fr/recipes_fr.txt
LOG  : Mod         , 1724590420807> 0> mod "TrueActionsDancing" overrides media/lua/shared/translate/fr/tooltip_fr.txt
LOG  : Mod         , 1724590420808> 0> mod "TrueActionsDancing" overrides media/lua/shared/translate/ru/ig_ui_ru.txt
LOG  : Mod         , 1724590420808> 0> mod "TrueActionsDancing" overrides media/lua/shared/translate/ru/itemname_ru.txt
LOG  : Mod         , 1724590420808> 0> mod "TrueActionsDancing" overrides media/lua/shared/translate/ru/recipes_ru.txt
LOG  : Mod         , 1724590420808> 0> mod "TrueActionsDancing" overrides media/lua/shared/translate/ru/tooltip_ru.txt
LOG  : Mod         , 1724590420860> 0> mod "TrueActionsDancing" overrides preview.png
LOG  : Mod         , 1724590420861> 0> loading PlayableArcadeMachines41
LOG  : Mod         , 1724590420865> 0> mod "PlayableArcadeMachines41" overrides media/lua/shared/translate/en/contextmenu_en.txt
LOG  : Mod         , 1724590420865> 0> mod "PlayableArcadeMachines41" overrides media/lua/shared/translate/pl/contextmenu_pl.txt
LOG  : Mod         , 1724590420867> 0> loading PlayModdedArcades41
LOG  : Mod         , 1724590420869> 0> mod "PlayModdedArcades41" overrides media/lua/shared/translate/en/contextmenu_en.txt
LOG  : Mod         , 1724590420873> 0> loading SuperbSurvivors
LOG  : Mod         , 1724590421950> 0> mod "SuperbSurvivors" overrides media/lua/client/isui/playerstats/isplayerstatsui.lua
LOG  : Mod         , 1724590421950> 0> mod "SuperbSurvivors" overrides media/lua/client/timedactions/isapplybandage.lua
LOG  : Mod         , 1724590421951> 0> mod "SuperbSurvivors" overrides media/lua/client/timedactions/isbarricadeaction.lua
LOG  : Mod         , 1724590421951> 0> mod "SuperbSurvivors" overrides media/lua/client/timedactions/isdisinfect.lua
LOG  : Mod         , 1724590421951> 0> mod "SuperbSurvivors" overrides media/lua/client/timedactions/isdropitemaction.lua
LOG  : Mod         , 1724590421952> 0> mod "SuperbSurvivors" overrides media/lua/client/timedactions/iseatfoodaction.lua
LOG  : Mod         , 1724590421953> 0> mod "SuperbSurvivors" overrides media/lua/client/timedactions/isremovebrokenglass.lua
LOG  : Mod         , 1724590421954> 0> mod "SuperbSurvivors" overrides media/lua/client/vehicles/timedactions/isentervehicle.lua
LOG  : Mod         , 1724590421954> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/ch/challenge_ch.txt
LOG  : Mod         , 1724590421955> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/ch/contextmenu_ch.txt
LOG  : Mod         , 1724590421955> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/ch/gamesound_ch.txt
LOG  : Mod         , 1724590421955> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/ch/ig_ui_ch.txt
LOG  : Mod         , 1724590421956> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/ch/moodles_ch.txt
LOG  : Mod         , 1724590421956> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/ch/ui_ch.txt
LOG  : Mod         , 1724590421956> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/cn/challenge_cn.txt
LOG  : Mod         , 1724590421956> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/cn/contextmenu_cn.txt
LOG  : Mod         , 1724590421957> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/cn/gamesound_cn.txt
LOG  : Mod         , 1724590421957> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/cn/ig_ui_cn.txt
LOG  : Mod         , 1724590421957> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/cn/moodles_cn.txt
LOG  : Mod         , 1724590421958> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/cn/ui_cn.txt
LOG  : Mod         , 1724590421958> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/en/challenge_en.txt
LOG  : Mod         , 1724590421958> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/en/contextmenu_en.txt
LOG  : Mod         , 1724590421959> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/en/gamesound_en.txt
LOG  : Mod         , 1724590421959> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/en/ig_ui_en.txt
LOG  : Mod         , 1724590421959> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/en/moodles_en.txt
LOG  : Mod         , 1724590421959> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/en/ui_en.txt
LOG  : Mod         , 1724590421960> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/es/challenge_es.txt
LOG  : Mod         , 1724590421960> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/es/contextmenu_es.txt
LOG  : Mod         , 1724590421960> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/es/gamesound_es.txt
LOG  : Mod         , 1724590421961> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/es/ig_ui_es.txt
LOG  : Mod         , 1724590421961> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/es/moodles_es.txt
LOG  : Mod         , 1724590421961> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/es/ui_es.txt
LOG  : Mod         , 1724590421962> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/fr/challenge_fr.txt
LOG  : Mod         , 1724590421962> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/fr/contextmenu_fr.txt
LOG  : Mod         , 1724590421962> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/fr/gamesound_fr.txt
LOG  : Mod         , 1724590421962> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/fr/ig_ui_fr.txt
LOG  : Mod         , 1724590421963> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/fr/moodles_fr.txt
LOG  : Mod         , 1724590421963> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/fr/ui_fr.txt
LOG  : Mod         , 1724590421963> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/it/contextmenu_it.txt
LOG  : Mod         , 1724590421964> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/it/gamesound_it.txt
LOG  : Mod         , 1724590421964> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/it/ig_ui_it.txt
LOG  : Mod         , 1724590421964> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/it/moodles_it.txt
LOG  : Mod         , 1724590421965> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/it/ui_it.txt
LOG  : Mod         , 1724590421965> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/jp/challenge_jp.txt
LOG  : Mod         , 1724590421965> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/jp/contextmenu_jp.txt
LOG  : Mod         , 1724590421966> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/jp/gamesound_jp.txt
LOG  : Mod         , 1724590421966> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/jp/ig_ui_jp.txt
LOG  : Mod         , 1724590421966> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/jp/moodles_jp.txt
LOG  : Mod         , 1724590421967> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/jp/ui_jp.txt
LOG  : Mod         , 1724590421967> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/ko/challenge_ko.txt
LOG  : Mod         , 1724590421967> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/ko/contextmenu_ko.txt
LOG  : Mod         , 1724590421968> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/ko/gamesound_ko.txt
LOG  : Mod         , 1724590421968> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/ko/ig_ui_ko.txt
LOG  : Mod         , 1724590421968> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/ko/moodles_ko.txt
LOG  : Mod         , 1724590421969> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/ko/ui_ko.txt
LOG  : Mod         , 1724590421969> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/pt/contextmenu_pt.txt
LOG  : Mod         , 1724590421969> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/pt/ig_ui_pt.txt
LOG  : Mod         , 1724590421970> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/pt/moodles_pt.txt
LOG  : Mod         , 1724590421970> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/pt/ui_pt.txt
LOG  : Mod         , 1724590421970> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/ptbr/contextmenu_ptbr.txt
LOG  : Mod         , 1724590421971> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/ptbr/gamesound_ptbr.txt
LOG  : Mod         , 1724590421971> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/ptbr/ig_ui_ptbr.txt
LOG  : Mod         , 1724590421971> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/ptbr/moodles_ptbr.txt
LOG  : Mod         , 1724590421972> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/ptbr/ui_ptbr.txt
LOG  : Mod         , 1724590421972> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/pt_br/contextmenu_pt_br.txt
LOG  : Mod         , 1724590421972> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/ru/challenge_ru.txt
LOG  : Mod         , 1724590421972> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/ru/contextmenu_ru.txt
LOG  : Mod         , 1724590421973> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/ru/gamesound_ru.txt
LOG  : Mod         , 1724590421973> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/ru/ig_ui_ru.txt
LOG  : Mod         , 1724590421973> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/ru/moodles_ru.txt
LOG  : Mod         , 1724590421974> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/ru/ui_ru.txt
LOG  : Mod         , 1724590421974> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/th/challenge_th.txt
LOG  : Mod         , 1724590421974> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/th/contextmenu_th.txt
LOG  : Mod         , 1724590421975> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/th/gamesound_th.txt
LOG  : Mod         , 1724590421975> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/th/ig_ui_th.txt
LOG  : Mod         , 1724590421975> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/th/moodles_th.txt
LOG  : Mod         , 1724590421976> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/th/ui_th.txt
LOG  : Mod         , 1724590421976> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/tr/contextmenu_tr.txt
LOG  : Mod         , 1724590421976> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/tr/gamesound_tr.txt
LOG  : Mod         , 1724590421976> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/tr/ig_ui_tr.txt
LOG  : Mod         , 1724590421977> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/tr/moodles_tr.txt
LOG  : Mod         , 1724590421977> 0> mod "SuperbSurvivors" overrides media/lua/shared/translate/tr/ui_tr.txt
LOG  : Mod         , 1724590421983> 0> mod "SuperbSurvivors" overrides media/sound/blip.ogg
LOG  : Mod         , 1724590421995> 0> loading tsarslib
LOG  : Mod         , 1724590422010> 0> mod "tsarslib" overrides changelog.txt
LOG  : Mod         , 1724590422029> 0> mod "tsarslib" overrides media/lua/shared/translate/cn/contextmenu_cn.txt
LOG  : Mod         , 1724590422029> 0> mod "tsarslib" overrides media/lua/shared/translate/cn/ig_ui_cn.txt
LOG  : Mod         , 1724590422030> 0> mod "tsarslib" overrides media/lua/shared/translate/cn/itemname_cn.txt
LOG  : Mod         , 1724590422030> 0> mod "tsarslib" overrides media/lua/shared/translate/cn/recipes_cn.txt
LOG  : Mod         , 1724590422030> 0> mod "tsarslib" overrides media/lua/shared/translate/cn/tooltip_cn.txt
LOG  : Mod         , 1724590422030> 0> mod "tsarslib" overrides media/lua/shared/translate/de/contextmenu_de.txt
LOG  : Mod         , 1724590422031> 0> mod "tsarslib" overrides media/lua/shared/translate/de/ig_ui_de.txt
LOG  : Mod         , 1724590422031> 0> mod "tsarslib" overrides media/lua/shared/translate/de/itemname_de.txt
LOG  : Mod         , 1724590422031> 0> mod "tsarslib" overrides media/lua/shared/translate/de/recipes_de.txt
LOG  : Mod         , 1724590422032> 0> mod "tsarslib" overrides media/lua/shared/translate/de/tooltip_de.txt
LOG  : Mod         , 1724590422032> 0> mod "tsarslib" overrides media/lua/shared/translate/en/contextmenu_en.txt
LOG  : Mod         , 1724590422032> 0> mod "tsarslib" overrides media/lua/shared/translate/en/ig_ui_en.txt
LOG  : Mod         , 1724590422033> 0> mod "tsarslib" overrides media/lua/shared/translate/en/itemname_en.txt
LOG  : Mod         , 1724590422033> 0> mod "tsarslib" overrides media/lua/shared/translate/en/recipes_en.txt
LOG  : Mod         , 1724590422033> 0> mod "tsarslib" overrides media/lua/shared/translate/en/recorded_media_en.txt
LOG  : Mod         , 1724590422034> 0> mod "tsarslib" overrides media/lua/shared/translate/en/tooltip_en.txt
LOG  : Mod         , 1724590422034> 0> mod "tsarslib" overrides media/lua/shared/translate/es/contextmenu_es.txt
LOG  : Mod         , 1724590422034> 0> mod "tsarslib" overrides media/lua/shared/translate/es/ig_ui_es.txt
LOG  : Mod         , 1724590422034> 0> mod "tsarslib" overrides media/lua/shared/translate/es/itemname_es.txt
LOG  : Mod         , 1724590422035> 0> mod "tsarslib" overrides media/lua/shared/translate/es/recipes_es.txt
